Date,Team,Acquired,Relinquished,Notes
12/7/2016,Knicks,,Derrick Rose,placed on IL with sore/strained lower back
12/7/2016,Knicks,Maurice N'dour,,activated from IL
12/7/2016,Lakers,Larry Nance Jr.,,returned to lineup
12/7/2016,Nets,Caris LeVert,,returned to lineup
12/7/2016,Nets,Yogi Ferrell,,activated from IL
12/7/2016,Nuggets,,Jamal Murray,bruised left quadricep (DTD)
12/7/2016,Nuggets,,Malik Beasley,placed on IL
12/7/2016,Nuggets,Nikola Jokic,,activated from IL
12/7/2016,Rockets,,Donatas Motiejunas,placed on IL
12/7/2016,Hornets,,Aaron Harrison,placed on IL
12/7/2016,Nets,,Chris McCullough,placed on IL
12/8/2016,76ers,Joel Embiid,,returned to lineup
12/8/2016,76ers,Robert Covington,,returned to lineup
12/8/2016,Blazers,,Moe Harkless,placed on IL with sprained left ankle
12/8/2016,Blazers,Tim Quarterman,,activated from IL
12/8/2016,Bulls,,R.J. Hunter,placed on IL
12/8/2016,Bulls,Doug McDermott,,activated from IL
12/8/2016,Jazz,,Gordon Hayward,left finger injury (DTD)
12/8/2016,Nuggets,,Emmanuel Mudiay,placed on IL with sprained right ankle
12/8/2016,Nuggets,Malik Beasley,,activated from IL
12/8/2016,Spurs,,Bryn Forbes,placed on IL
12/8/2016,Spurs, Tony Parker,,activated from IL
12/8/2016,Warriors,,James McAdoo ,placed on IL
12/8/2016,Warriors,,Shaun Livingston,placed on IL for rest
12/8/2016,Warriors,Anderson Varejao,,activated from IL
12/8/2016,Warriors,Damian Jones,,activated from IL
12/9/2016,Celtics,,Jordan Mickey,placed on IL
12/9/2016,Celtics,James Young,,activated from IL
12/9/2016,Kings,,Matt Barnes,rest (DTD)
12/9/2016,Knicks,,Maurice N'dour,placed on IL
12/9/2016,Knicks,Marshall Plumlee,,activated from IL
12/9/2016,Mavericks,Seth Curry,,returned to lineup
12/9/2016,Raptors,,Bruno Caboclo,sore right knee (DTD)
12/9/2016,Raptors,,DeMarre Carroll,rest (DTD)
12/9/2016,Timberwolves,,Nemanja Bjelica,placed on IL with sore right ankle
12/9/2016,Timberwolves,John Lucas III,,activated from IL
12/10/2016,76ers,,Joel Embiid,right elbow inflammation / rest (DTD)
12/10/2016,Blazers,,Al-Farouq Aminu,back injury (DTD)
12/10/2016,Blazers,,Tim Quarterman,placed on IL
12/10/2016,Blazers,Moe Harkless,,activated from IL
12/10/2016,Cavaliers,J.R. Smith,,activated from IL
12/10/2016,Clippers,,Blake Griffin,sore right knee (DTD)
12/10/2016,Heat,Josh Richardson,,returned to lineup
12/10/2016,Jazz,Gordon Hayward,,returned to lineup
12/10/2016,Kings,Matt Barnes,,returned to lineup
12/10/2016,Magic,,Nikola Vucevic,placed on IL with bruised lower back
12/10/2016,Nets,,Justin Hamilton ,migraine headache (DTD)
12/10/2016,Nuggets,,Malik Beasley,placed on IL
12/10/2016,Nuggets,,Wilson Chandler,right hip injury (DTD)
12/10/2016,Nuggets,Emmanuel Mudiay,,activated from IL
12/10/2016,Pelicans,,Anthony Davis,rest (DTD)
12/10/2016,Warriors,,Andre Iguodala,placed on IL
12/10/2016,Warriors,,Kevon Looney,placed on IL with ankle injury
12/10/2016,Warriors,,Zaza Pachulia,bruised right wrist (DTD)
12/10/2016,Warriors,James McAdoo ,,activated from IL
12/10/2016,Warriors,Shaun Livingston,,activated from IL
12/10/2016,Magic,Stephen Zimmerman Jr.,,activated from IL
12/11/2016,76ers,,Jerryd Bayless,placed on IL with sore left wrist (out for season)
12/11/2016,76ers,,Sergio Rodriguez,flu/gastroenteritis (DTD)
12/11/2016,76ers,Jahlil Okafor,,returned to lineup
12/11/2016,76ers,Nerlens Noel,,activated from IL
12/11/2016,Clippers,,Austin Rivers,concussion (DTD)
12/11/2016,Knicks,,Kyle O'Quinn,placed on IL with sprained right ankle
12/11/2016,Knicks,Derrick Rose,,activated from IL
12/11/2016,Lakers,,Tarik Black,placed on IL with sprained right ankle
12/11/2016,Lakers,D'Angelo Russell,,activated from IL
12/11/2016,Lakers,Nick Young,,returned to lineup
12/11/2016,Pelicans,E'Twaun Moore,,returned to lineup
12/11/2016,Pelicans,Jrue Holiday,,returned to lineup
12/11/2016,Pistons,,Kentavious Caldwell-Pope,placed on IL with bruised right knee
12/11/2016,Pistons,Michael Gbinije,,activated from IL
12/11/2016,Warriors,,Damian Jones,placed on IL
12/11/2016,Warriors,,Zaza Pachulia,placed on IL with bruised right wrist
12/11/2016,Warriors,Andre Iguodala,,activated from IL
12/11/2016,Warriors,Kevon Looney,,activated from IL
12/12/2016,Blazers,Al-Farouq Aminu,,returned to lineup
12/12/2016,Clippers,Blake Griffin,,returned to lineup
12/12/2016,Heat,James Johnson,,returned to lineup
12/12/2016,Kings,,Matt Barnes,rest (DTD)
12/12/2016,Nets,,Justin Hamilton ,placed on IL
12/12/2016,Nets,Jeremy Lin,,activated from IL
12/12/2016,Nuggets,,Darrell Arthur,sore knee (DTD)
12/12/2016,Nuggets,Wilson Chandler,,returned to lineup
12/12/2016,Pacers,,Monta Ellis,placed on IL with strained right groin
12/12/2016,Raptors,DeMarre Carroll,,returned to lineup
12/12/2016,Suns,,Alex Len,bruised right hip (DTD)
12/12/2016,Pacers,Georges Niang,,activated from IL
12/13/2016,Blazers,,Al-Farouq Aminu,placed on IL with bruised back
12/13/2016,Blazers,Tim Quarterman,,activated from IL
12/13/2016,Bulls,,Rajon Rondo,placed on IL with sprained right ankle
12/13/2016,Bulls,R.J. Hunter,,activated from IL
12/13/2016,Cavaliers,,Kyrie Irving,placed on IL for rest
12/13/2016,Grizzlies,,Marc Gasol,rest (DTD)
12/13/2016,Grizzlies,Vince Carter,,returned to lineup
12/13/2016,Hawks,, Mike Scott,placed on IL
12/13/2016,Hawks,Kent Bazemore,,activated from IL
12/13/2016,Knicks,,Marshall Plumlee,placed on IL
12/13/2016,Knicks,Kyle O'Quinn,,activated from IL
12/13/2016,Magic,,C.J. Wilcox,placed on IL
12/13/2016,Rockets,Chinanu Onuaku,,activated from IL
12/13/2016,Thunder,,Victor Oladipo,sprained right wrist (DTD)
12/13/2016,Timberwolves,,John Lucas III,placed on IL
12/13/2016,Timberwolves,Nemanja Bjelica,,activated from IL
12/13/2016,Warriors,,James McAdoo ,placed on IL
12/13/2016,Warriors,Damian Jones,,activated from IL
12/14/2016,76ers,,Nerlens Noel,sprained left ankle (DTD)
12/14/2016,76ers,Joel Embiid,,returned to lineup
12/14/2016,76ers,Sergio Rodriguez,,returned to lineup
12/14/2016,Bucks,,Michael Beasley,sprained left foot (DTD)
12/14/2016,Cavaliers,,Kevin Love,rest (DTD)
12/14/2016,Cavaliers,,LeBron James,rest (DTD)
12/14/2016,Celtics,,Gerald Green ,placed on IL with sore left hip
12/14/2016,Celtics,Jordan Mickey,,activated from IL
12/14/2016,Clippers,,Luc Mbah a Moute,sprained right shoulder (DTD)
12/14/2016,Clippers,Austin Rivers,,returned to lineup
12/14/2016,Grizzlies,,Deyonta Davis,plantar fasciitis in left foot (DTD)
12/14/2016,Grizzlies,Marc Gasol,,returned to lineup
12/14/2016,Heat,Justise Winslow,,returned to lineup
12/14/2016,Heat,Luke Babbitt,,returned to lineup
12/14/2016,Jazz,,George Hill,placed on IL with sprained left big toe
12/14/2016,Jazz,Derrick Favors,,activated from IL
12/14/2016,Jazz,Rodney Hood,,returned to lineup
12/14/2016,Kings,,Ben McLemore,placed on IL for quadriceps injury / rest
12/14/2016,Kings,,DeMarcus Cousins,rest (DTD)
12/14/2016,Kings,,Rudy Gay,placed on IL for right hip flexor injury
12/14/2016,Kings,Malachi Richardson,,activated from IL
12/14/2016,Kings,Matt Barnes,,returned to lineup
12/14/2016,Kings,Skal Labissiere,,activated from IL
12/14/2016,Knicks,,Derrick Rose,back spasms (DTD)
12/14/2016,Magic,C.J. Wilcox,,activated from IL
12/14/2016,Nets,,Jeremy Lin,placed on IL with sore back / tightness in back
12/14/2016,Nets,Justin Hamilton ,,activated from IL
12/14/2016,Pelicans,,Tim Frazier,sprained right wrist (DTD)
12/14/2016,Pistons,,Henry Ellenson,placed on IL
12/14/2016,Pistons,Kentavious Caldwell-Pope,,activated from IL
12/14/2016,Raptors,,Lucas Nogueira,sore right knee (DTD)
12/14/2016,Rockets,,Chinanu Onuaku,placed on IL
12/14/2016,Spurs,,LaMarcus Aldridge,placed on IL for rest
12/14/2016,Spurs,Bryn Forbes,,activated from IL
12/14/2016,Wizards,,Markieff Morris,sore left foot (DTD)
12/15/2016,76ers,,Jerryd Bayless,surgery on left wrist to repair torn ligament (out for season)
12/15/2016,Bucks,,Michael Beasley,placed on IL with sprained left foot
12/15/2016,Bucks,Steve Novak,,activated from IL
12/15/2016,Bulls,,R.J. Hunter,placed on IL
12/15/2016,Bulls,Rajon Rondo,,activated from IL
12/15/2016,Knicks,,Carmelo Anthony,placed on IL with sore right shoulder
12/15/2016,Knicks,,Derrick Rose,placed on IL with sore lower back
12/15/2016,Knicks,Marshall Plumlee,,activated from IL
12/15/2016,Knicks,Maurice N'dour,,activated from IL
12/15/2016,Nuggets,,Alonzo Gee,placed on IL
12/15/2016,Nuggets,Gary Harris,,activated from IL
12/15/2016,Pacers,,Rodney Stuckey,sore/strained left hamstring (DTD)
12/15/2016,Pelicans,,Tim Frazier,placed on IL with sprained right wrist
12/15/2016,Pelicans,Tyreke Evans,,activated from IL
12/15/2016,Suns,,Alex Len,placed on IL
12/15/2016,Warriors,,Damian Jones,placed on IL
12/15/2016,Warriors,James McAdoo ,,activated from IL
12/15/2016,Suns,Derrick Jones Jr.,,activated from IL
