PLAYER,TEAM,GP,W,L,MIN,DIST. FEET,DIST. MILES,DIST. MILES OFF,DIST. MILES DEF,AVG SPEED,AVG SPEED OFF,AVG SPEED DEF,Ano
Andrew Bogut,GSW,67,58,9,1583,525026,99.4,50.7,48.7,3.71,4.19,3.32,2014
Andrei Kirilenko,BKN,7,3,4,36,14559,2.8,1.5,1.2,4.58,4.78,4.03,2014
Andrea Bargnani,NYK,29,5,24,785,270725,51.3,28.3,23,3.92,4.1,3.73,2014
Andre Roberson,OKC,67,41,26,1286,525310,99.5,51.1,48.4,4.66,4.9,4.43,2014
Andre Miller,SAC,81,44,37,1253,436348,82.6,45.9,36.7,3.96,4.31,3.6,2014
Andre Iguodala,GSW,77,64,13,2069,769551,145.7,75.7,70,4.17,4.6,3.78,2014
Andre Drummond,DET,82,32,50,2502,889386,168.4,86.7,81.7,4.05,4.14,3.96,2014
Andre Dawkins,MIA,4,2,2,22,7795,1.5,0.8,0.6,4.15,4.21,3.5,2014
Anderson Varejao,CLE,26,16,10,636,246015,46.6,24.5,22.1,4.41,4.61,4.21,2014
Amir Johnson,TOR,75,44,31,1979,710851,134.6,70.3,64.3,4.08,4.18,3.98,2014
Amar'e Stoudemire,DAL,58,19,39,1236,423018,80.1,42.7,37.4,3.9,4.04,3.74,2014
Alonzo Gee,POR,54,21,33,661,256695,48.6,24.4,24.2,4.42,4.63,4.22,2014
Allen Crabbe,POR,51,36,15,683,262618,49.7,27.3,22.5,4.37,4.72,4.04,2014
Alexis Ajinca,NOP,68,41,27,957,334197,63.3,34.6,28.7,3.97,4.22,3.71,2014
Alexey Shved,NYK,42,10,32,767,284939,54,29,25,4.22,4.5,3.94,2014
Alex Len,PHX,69,35,34,1518,548093,103.8,54.7,49.1,4.11,4.46,3.78,2014
Alex Kirk,CLE,5,2,3,14,4956,0.9,0.5,0.5,3.86,4.27,4.3,2014
Alec Burks,UTA,27,9,18,899,334823,63.4,34.4,29,4.24,4.49,3.97,2014
Alan Anderson,BKN,74,35,39,1744,630359,119.4,61.2,58.1,4.11,4.24,3.97,2014
Al-Farouq Aminu,DAL,74,45,29,1366,547825,103.8,55,48.8,4.56,4.91,4.22,2014
Al Jefferson,CHA,65,25,40,1992,663259,125.6,67.4,58.3,3.79,3.95,3.63,2014
Al Horford,ATL,76,56,20,2318,814803,154.3,80.4,73.9,4.01,4.29,3.74,2014
Adreian Payne,MIN,32,7,25,740,272912,51.7,27.7,24,4.2,4.5,3.89,2014
Aaron Gordon,ORL,47,14,33,797,311798,59.1,31.6,27.5,4.46,4.95,4.02,2014
Aaron Brooks,CHI,82,50,32,1885,684842,129.7,71.1,58.6,4.15,4.48,3.81,2014
AJ Price,CLE,26,11,15,324,121940,23.1,13,10.1,4.29,4.57,3.98,2014
Zaza Pachulia,DAL,76,40,36,2004,707618,134,69.8,64.2,4.02,4.09,3.95,2015
Zach Randolph,MEM,68,37,31,2016,684888,129.7,68.4,61.3,3.87,3.93,3.8,2015
Zach LaVine,MIN,82,29,53,2293,880772,166.8,87.3,79.5,4.37,4.62,4.13,2015
Xavier Munford,MEM,14,3,11,244,98364,18.6,10.1,8.5,4.57,4.93,4.21,2015
Willie Reed,BKN,39,8,31,426,158201,30,16,14,4.24,4.45,4.02,2015
Willie Cauley-Stein,SAC,65,26,39,1394,556001,105.3,55.4,49.9,4.54,4.88,4.22,2015
Will Barton,DEN,82,33,49,2353,873776,165.5,90.4,75.1,4.23,4.63,3.82,2015
Wesley Matthews,DAL,78,40,38,2644,984082,186.4,101.5,84.9,4.23,4.53,3.92,2015
Wesley Johnson,LAC,80,51,29,1666,619728,117.4,60.8,56.6,4.24,4.42,4.06,2015
Wayne Ellington,BKN,76,18,58,1615,621983,117.8,63.9,53.9,4.39,4.66,4.11,2015
Vince Carter,MEM,60,33,27,1005,356502,67.5,36.5,31,4.04,4.32,3.75,2015
Victor Oladipo,ORL,71,32,39,2334,924113,175,93.4,81.6,4.51,4.87,4.16,2015
Udonis Haslem,MIA,37,25,12,260,87777,16.6,9.1,7.5,3.85,4.06,3.62,2015
Tyus Jones,MIN,37,13,24,573,226693,42.9,22.4,20.5,4.51,4.78,4.24,2015
Tyson Chandler,PHX,66,18,48,1618,556873,105.5,55.5,50,3.92,4.06,3.78,2015
Tyreke Evans,NOP,25,11,14,765,271369,51.4,28.2,23.2,4.05,4.57,3.55,2015
Tyler Zeller,BOS,59,37,22,698,263751,50,26.3,23.7,4.3,4.69,3.95,2015
Tyler Johnson,MIA,36,19,17,863,326976,61.9,33.6,28.3,4.31,4.57,4.04,2015
Tyler Hansbrough,CHA,44,28,16,343,124441,23.6,12.4,11.2,4.14,4.2,4.07,2015
Tyler Ennis,MIL,46,17,29,654,258253,48.9,26.3,22.6,4.49,4.85,4.13,2015
Ty Lawson,IND,66,31,35,1411,531615,100.7,52.1,48.6,4.29,4.53,4.07,2015
Troy Daniels,CHA,43,25,18,476,193424,36.6,20.3,16.4,4.61,5,4.24,2015
Tristan Thompson,CLE,82,57,25,2269,855675,162.1,87,75,4.3,4.47,4.1,2015
Trey Lyles,UTA,80,38,42,1382,517136,97.9,54.2,43.7,4.26,4.46,4.02,2015
Trey Burke,UTA,64,31,33,1366,522901,99,55.4,43.6,4.35,4.67,4.01,2015
Trevor Booker,UTA,79,39,40,1632,622311,117.9,65.5,52.4,4.34,4.59,4.06,2015
Trevor Ariza,HOU,81,40,41,2859,1017275,192.7,96.7,95.9,4.05,4.21,3.91,2015
Tony Wroten,NYK,8,0,8,144,56845,10.8,5.9,4.8,4.5,4.91,4.01,2015
Tony Snell,CHI,64,33,31,1301,485304,91.9,48.4,43.5,4.24,4.57,3.92,2015
Tony Parker,SAS,72,59,13,1980,797112,151,87.4,63.6,4.59,5.08,4.05,2015
Tony Allen,MEM,64,34,30,1620,592244,112.2,58.4,53.7,4.17,4.22,4.1,2015
Toney Douglas,NOP,61,22,39,1262,521819,98.8,53.7,45.1,4.71,5.2,4.24,2015
Tobias Harris,DET,75,37,38,2469,941861,178.4,96.8,81.6,4.34,4.72,3.97,2015
Timofey Mozgov,CLE,76,52,24,1326,515689,97.7,52.6,45,4.44,4.74,4.12,2015
Tim Hardaway Jr.,ATL,51,29,22,864,325522,61.7,31.4,30.2,4.3,4.63,3.98,2015
Tim Frazier,NOP,51,25,26,741,280515,53.1,28.9,24.2,4.31,4.73,3.9,2015
Tim Duncan,SAS,61,50,11,1536,517879,98.1,52.6,45.5,3.84,3.96,3.71,2015
Tibor Pleiss,UTA,12,7,5,82,29638,5.6,3,2.6,4.12,4.21,4.01,2015
Tiago Splitter,ATL,36,21,15,579,213737,40.5,20.9,19.6,4.21,4.5,3.94,2015
Thomas Robinson,BKN,71,16,55,916,343308,65,34.9,30.1,4.26,4.48,4.04,2015
Thanasis Antetokounmpo,NYK,2,1,1,6,2592,0.5,0.2,0.3,4.8,4.42,5.09,2015
Thaddeus Young,BKN,73,21,52,2407,906938,171.8,91.8,79.9,4.29,4.55,4.02,2015
Thabo Sefolosha,ATL,75,42,33,1758,661587,125.3,64,61.3,4.29,4.55,4.05,2015
Terry Rozier,BOS,38,23,15,308,122640,23.2,12.4,10.9,4.52,4.83,4.25,2015
Terrence Ross,TOR,72,52,20,1731,657117,124.5,68,56.4,4.33,4.55,4.08,2015
Terrence Jones,HOU,50,24,26,1044,380669,72.1,37.9,34.2,4.15,4.43,3.88,2015
Tayshaun Prince,MIN,77,27,50,1462,520403,98.6,50.8,47.8,4.06,4.19,3.93,2015
Tarik Black,LAL,39,6,33,496,183997,34.8,18.7,16.2,4.23,4.64,3.85,2015
Taj Gibson,CHI,73,37,36,1936,702205,133,69.9,63.1,4.13,4.39,3.88,2015
T.J. Warren,PHX,47,14,33,1070,418025,79.2,41.2,38,4.43,4.58,4.27,2015
T.J. McConnell,PHI,81,10,71,1606,684926,129.7,72.8,57,4.85,5.27,4.42,2015
Steven Adams,OKC,80,54,26,2014,755093,143,77.2,65.8,4.27,4.78,3.79,2015
Steve Novak,MIL,10,8,2,44,16850,3.2,1.9,1.3,4.35,4.94,3.7,2015
Steve Blake,DET,58,34,24,986,380434,72.1,40.9,31.2,4.4,4.89,3.88,2015
Stephen Curry,GSW,79,71,8,2700,1024268,194,104.7,89.3,4.32,5.07,3.68,2015
Stanley Johnson,DET,73,37,36,1687,655692,124.2,66.7,57.5,4.43,4.71,4.14,2015
Spencer Hawes,CHA,57,30,27,1035,373426,70.7,38.9,31.8,4.12,4.45,3.78,2015
Spencer Dinwiddie,CHI,12,5,7,159,57762,10.9,6.3,4.7,4.12,4.57,3.71,2015
Sonny Weems,PHX,43,6,37,498,188931,35.8,18.7,17.1,4.33,4.6,4.07,2015
Solomon Hill,IND,59,31,28,866,314371,59.5,31.6,28,4.13,4.43,3.84,2015
Shelvin Mack,UTA,52,27,25,1058,424572,80.4,46.3,34.1,4.57,5.06,4.03,2015
Shayne Whittington,IND,7,4,3,41,16190,3.1,1.7,1.4,4.57,4.91,4.22,2015
Shaun Livingston,GSW,78,69,9,1520,586556,111.1,60.6,50.5,4.39,4.98,3.85,2015
Shane Larkin,BKN,78,20,58,1751,666712,126.3,68.4,57.9,4.34,4.65,4.03,2015
Shabazz Napier,ORL,55,23,32,600,236859,44.9,23.8,21.1,4.5,4.84,4.17,2015
Shabazz Muhammad,MIN,82,29,53,1682,641778,121.5,62.4,59.2,4.35,4.49,4.21,2015
Seth Curry,SAC,43,17,26,669,252152,47.8,25.1,22.6,4.3,4.64,3.96,2015
Sergey Karasev,BKN,40,9,31,399,153782,29.1,15.4,13.8,4.37,4.74,4.04,2015
Serge Ibaka,OKC,78,54,24,2500,870054,164.8,85.7,79.1,3.96,4.27,3.67,2015
Sean Kilpatrick,BKN,31,7,24,616,230737,43.7,23.4,20.3,4.27,4.61,3.94,2015
Sasha Vujacic,NYK,61,22,39,908,356266,67.5,37.2,30.3,4.47,4.79,4.14,2015
Sasha Kaun,CLE,25,18,7,95,35937,6.8,3.7,3.1,4.28,4.42,4.12,2015
Sam Dekker,HOU,3,1,2,6,2612,0.5,0.2,0.3,4.8,4.99,4.68,2015
Salah Mejri,DAL,34,16,18,397,148894,28.2,14.7,13.5,4.28,4.4,4.15,2015
Ryan Kelly,LAL,36,3,33,470,170711,32.3,17.1,15.2,4.13,4.53,3.76,2015
Ryan Hollins,MEM,37,18,19,460,164558,31.2,16.5,14.7,4.09,4.22,3.94,2015
Ryan Anderson,NOP,66,24,42,2008,715485,135.5,72,63.5,4.06,4.48,3.67,2015
Russell Westbrook,OKC,80,55,25,2749,1003161,190,101.5,88.5,4.15,4.63,3.71,2015
Russ Smith,MEM,15,6,9,66,26170,5,2.7,2.3,4.54,4.91,4.17,2015
Rudy Gobert,UTA,61,33,28,1932,714584,135.3,74.6,60.7,4.21,4.45,3.94,2015
Rudy Gay,SAC,69,29,40,2348,867186,164.2,85.4,78.8,4.21,4.49,3.94,2015
Roy Hibbert,LAL,81,17,64,1878,673993,127.7,69,58.6,4.09,4.19,3.97,2015
Ronnie Price,PHX,62,20,42,1211,478307,90.6,47.3,43.3,4.5,4.74,4.25,2015
Rondae Hollis-Jefferson,BKN,29,7,22,615,242663,46,23.8,22.2,4.5,4.68,4.31,2015
Rodney Stuckey,IND,58,33,25,1275,443633,84,44.2,39.8,3.96,4.19,3.73,2015
Rodney Hood,UTA,79,39,40,2541,934121,176.9,100,76.9,4.19,4.49,3.84,2015
Robin Lopez,NYK,82,32,50,2219,811804,153.8,83.7,70,4.17,4.39,3.92,2015
Robert Sacre,LAL,25,2,23,320,112536,21.3,11.5,9.8,4,4.24,3.75,2015
Robert Covington,PHI,67,10,57,1903,712189,134.9,72.5,62.4,4.26,4.53,3.98,2015
Ricky Rubio,MIN,76,28,48,2323,876800,166.1,88.7,77.3,4.3,4.64,3.97,2015
Richaun Holmes,PHI,51,7,44,702,263832,50,26.5,23.4,4.27,4.56,3.97,2015
Richard Jefferson,CLE,74,51,23,1326,464784,88,45.5,42.5,3.99,4.02,3.96,2015
Reggie Jackson,DET,79,43,36,2424,884728,167.6,90.3,77.2,4.16,4.48,3.84,2015
Reggie Bullock,DET,37,22,15,429,169978,32.2,17.8,14.4,4.51,4.91,4.11,2015
Raymond Felton,DAL,80,40,40,2192,798174,151.2,82.2,68.9,4.15,4.4,3.88,2015
Ray McCallum,SAS,41,30,11,474,197321,37.4,21.2,16.1,4.74,5.15,4.26,2015
Raul Neto,UTA,81,40,41,1499,593079,112.3,62,50.3,4.5,4.74,4.24,2015
Rasual Butler,SAS,46,41,5,431,162835,30.8,17,13.8,4.29,4.47,4.09,2015
Rashad Vaughn,MIL,70,30,40,1001,387162,73.3,37.6,35.8,4.4,4.52,4.29,2015
Randy Foye,OKC,81,37,44,1641,590639,111.9,60.2,51.7,4.1,4.42,3.78,2015
Ramon Sessions,WAS,82,41,41,1667,619818,117.4,61.5,55.9,4.23,4.64,3.85,2015
Rakeem Christmas,IND,1,1,0,6,2045,0.4,0.2,0.2,3.92,3.79,4.08,2015
Rajon Rondo,SAC,71,29,42,2513,905579,171.5,89.5,82,4.1,4.4,3.82,2015
RJ Hunter,BOS,35,20,15,307,114921,21.8,11.4,10.3,4.27,4.6,3.93,2015
Quincy Acy,SAC,58,21,37,869,329467,62.4,32.3,30.1,4.32,4.55,4.09,2015
Phil Pressey,POR,23,3,20,283,117332,22.2,11.7,10.5,4.76,5.2,4.35,2015
Paul Pierce,LAC,68,44,24,1231,403446,76.4,40.2,36.2,3.74,3.93,3.54,2015
Paul Millsap,ATL,81,48,33,2647,975725,184.8,97,87.8,4.2,4.53,3.88,2015
Paul George,IND,81,44,37,2819,1058931,200.6,107.4,93.1,4.28,4.62,3.93,2015
Pau Gasol,CHI,72,36,36,2291,786069,148.9,80.2,68.7,3.91,4.19,3.62,2015
Patty Mills,SAS,81,66,15,1662,695635,131.7,74.2,57.6,4.77,5.31,4.22,2015
Patrick Patterson,TOR,78,53,25,1984,693542,131.4,70.9,60.4,3.98,4.16,3.78,2015
Patrick Beverley,HOU,71,35,36,2041,812173,153.8,80.8,73,4.54,4.96,4.15,2015
Pat Connaughton,POR,34,17,17,143,53597,10.2,5.7,4.4,4.26,4.5,3.9,2015
Pablo Prigioni,LAC,59,37,22,823,333491,63.2,33.4,29.8,4.62,4.77,4.46,2015
PJ Hairston,MEM,66,31,35,1313,490994,93,49.9,43.1,4.27,4.52,4,2015
P.J. Tucker,PHX,82,23,59,2540,906123,171.6,88.5,83.1,4.06,4.2,3.93,2015
Otto Porter Jr.,WAS,75,36,39,2276,897471,170,87.4,82.5,4.49,4.89,4.12,2015
Orlando Johnson,NOP,7,1,6,102,39007,7.4,4.2,3.2,4.37,4.75,3.96,2015
Omri Casspi,SAC,69,27,42,1880,709495,134.4,72,62.4,4.31,4.79,3.86,2015
Omer Asik,NOP,68,29,39,1178,417330,79,42.4,36.6,4.04,4.35,3.73,2015
O.J. Mayo,MIL,41,17,24,1090,389130,73.7,37.2,36.5,4.06,4.24,3.9,2015
Norris Cole,NOP,45,20,25,1198,457155,86.6,47.6,39,4.36,4.98,3.79,2015
Norman Powell,TOR,48,31,17,722,281631,53.3,29.5,23.8,4.43,4.66,4.18,2015
Noah Vonleh,POR,78,41,37,1174,448558,85,46.1,38.8,4.35,4.66,4.03,2015
Nikola Vucevic,ORL,64,28,36,1998,703266,133.2,70.2,63,4.01,4.21,3.8,2015
Nikola Pekovic,MIN,12,2,10,156,49930,9.5,4.7,4.7,3.72,3.64,3.73,2015
Nikola Mirotic,CHI,66,37,29,1646,605699,114.7,60.9,53.8,4.19,4.5,3.89,2015
Nikola Jokic,DEN,80,31,49,1733,635977,120.5,64.8,55.6,4.18,4.57,3.8,2015
Nik Stauskas,PHI,73,8,65,1809,713197,135.1,73.3,61.8,4.48,4.76,4.19,2015
Nicolas Batum,CHA,70,41,29,2448,936389,177.3,97.2,80.1,4.36,4.73,3.98,2015
Nick Young,LAL,54,13,41,1033,355931,67.4,36.4,31,3.91,4.13,3.68,2015
Nick Collison,OKC,59,39,20,699,257624,48.8,26.1,22.7,4.2,4.5,3.9,2015
Nerlens Noel,PHI,67,10,57,1965,723912,137.1,73.7,63.4,4.2,4.43,3.95,2015
Nene,WAS,57,28,29,1094,386330,73.2,36.6,36.6,4.02,4.24,3.82,2015
Nemanja Bjelica,MIN,60,20,40,1075,404117,76.5,42,34.6,4.28,4.7,3.87,2015
Nazr Mohammed,OKC,5,5,0,19,6600,1.3,0.7,0.6,3.97,4.25,3.68,2015
Nate Robinson,NOP,2,0,2,23,8851,1.7,0.9,0.8,4.47,4.51,4.42,2015
Myles Turner,IND,60,32,28,1367,515187,97.6,52.2,45.4,4.29,4.62,3.97,2015
Montrezl Harrell,HOU,39,17,22,379,143070,27.1,13.6,13.5,4.3,4.67,3.99,2015
Monta Ellis,IND,81,44,37,2734,983116,186.2,99.3,86.9,4.09,4.4,3.79,2015
Mo Williams,CLE,41,27,14,748,273635,51.8,28.3,23.5,4.16,4.39,3.92,2015
Mitch McGary,OKC,20,17,3,72,28295,5.4,3.1,2.2,4.49,4.7,4.05,2015
Mirza Teletovic,PHX,79,23,56,1685,622271,117.9,65.2,52.6,4.21,4.67,3.74,2015
Miles Plumlee,MIL,61,23,38,870,335340,63.5,32.6,30.9,4.39,4.59,4.19,2015
Mike Scott,ATL,75,46,29,1146,445025,84.3,44,40.3,4.43,4.84,4.05,2015
Mike Muscala,ATL,60,34,26,565,223435,42.3,22.7,19.6,4.51,4.96,4.08,2015
Mike Miller,DEN,47,21,26,373,137845,26.1,14.3,11.9,4.21,4.62,3.83,2015
Mike Dunleavy,CHI,31,13,18,703,276422,52.4,29.1,23.2,4.48,4.9,4.03,2015
Mike Conley,MEM,56,33,23,1760,665244,126,70,56,4.3,4.6,3.98,2015
Michael Kidd-Gilchrist,CHA,7,5,2,205,80155,15.2,7.9,7.3,4.47,4.65,4.29,2015
Michael Carter-Williams,MIL,54,21,33,1649,644768,122.1,64.9,57.3,4.45,4.86,4.07,2015
Michael Beasley,HOU,20,10,10,363,138064,26.1,13.3,12.8,4.33,4.72,3.99,2015
Meyers Leonard,POR,61,33,28,1333,455435,86.3,46.8,39.4,3.9,4.16,3.62,2015
Metta World Peace,LAL,35,6,29,590,211332,40,20.8,19.2,4.09,4.28,3.9,2015
Maurice Harkless,POR,78,40,38,1457,566323,107.3,57.6,49.7,4.43,4.69,4.16,2015
Matthew Dellavedova,CLE,76,54,22,1867,696160,131.8,72.2,59.7,4.25,4.6,3.9,2015
Matt Bonner,SAS,30,25,5,206,78478,14.9,8.6,6.2,4.35,4.7,3.89,2015
Matt Barnes,MEM,76,38,38,2190,826595,156.6,86.3,70.3,4.3,4.67,3.91,2015
Mason Plumlee,POR,82,44,38,2084,773270,146.5,78.5,68,4.23,4.51,3.94,2015
Marvin Williams,CHA,81,47,34,2338,868122,164.4,90.9,73.6,4.23,4.63,3.83,2015
Marreese Speights,GSW,72,64,8,832,284344,53.9,27.9,25.9,3.89,4.11,3.67,2015
Markieff Morris,WAS,64,22,42,1629,554602,105,55.5,49.6,3.87,4.17,3.6,2015
Markel Brown,BKN,62,12,50,982,369497,70,36.4,33.6,4.28,4.52,4.06,2015
Mario Hezonja,ORL,78,33,45,1399,562129,106.5,57.3,49.2,4.58,4.99,4.18,2015
Mario Chalmers,MIA,61,38,23,1373,492286,93.2,52.2,41.1,4.08,4.51,3.65,2015
Marcus Thornton,WAS,61,32,29,1108,408034,77.3,40.4,36.9,4.2,4.46,3.94,2015
Marcus Smart,BOS,61,36,25,1667,611871,115.9,59.5,56.4,4.18,4.5,3.9,2015
Marcus Morris Sr.,DET,80,42,38,2856,1041816,197.3,106.6,90.7,4.15,4.45,3.85,2015
Marco Belinelli,SAC,67,27,40,1646,628045,118.9,66.3,52.7,4.33,4.86,3.82,2015
Marcin Gortat,WAS,75,35,40,2256,838647,158.8,81.9,76.9,4.23,4.6,3.89,2015
Marcelo Huertas,LAL,53,8,45,869,339380,64.3,34.6,29.7,4.45,4.83,4.08,2015
Marc Gasol,MEM,52,30,22,1791,573033,108.5,58.5,50,3.64,3.76,3.51,2015
Manu Ginobili,SAS,58,47,11,1134,417863,79.1,43.1,36.1,4.19,4.52,3.87,2015
Luol Deng,MIA,74,45,29,2394,904888,171.4,94.7,76.7,4.31,4.6,4,2015
Luke Babbitt,NOP,47,16,31,845,332983,63.1,34.5,28.6,4.49,5,4.01,2015
Luis Scola,TOR,75,49,26,1617,615644,116.6,64.8,51.8,4.33,4.5,4.15,2015
Luis Montero,POR,12,6,6,42,15822,3,1.8,1.2,4.28,4.58,3.9,2015
Lucas Nogueira,TOR,29,17,12,225,82326,15.6,8.3,7.3,4.18,4.32,4.03,2015
Luc Mbah a Moute,LAC,75,49,26,1274,478241,90.6,46.2,44.4,4.26,4.44,4.08,2015
Lou Williams,LAL,67,14,53,1907,656169,124.3,67.8,56.5,3.92,4.19,3.64,2015
Lou Amundson,NYK,29,11,18,204,76837,14.6,7.9,6.7,4.3,4.75,3.86,2015
Lorenzo Brown,DET,8,1,7,61,24879,4.7,2.5,2.2,4.65,4.99,4.32,2015
Leandro Barbosa,GSW,68,60,8,1079,413674,78.3,42.3,36,4.36,4.88,3.88,2015
LeBron James,CLE,76,56,20,2709,926795,175.5,93.6,81.9,3.9,4.07,3.72,2015
Lavoy Allen,IND,79,43,36,1599,579658,109.8,57.8,52,4.13,4.38,3.88,2015
Larry Nance Jr.,LAL,63,14,49,1266,500386,94.8,51.8,43,4.5,4.8,4.19,2015
Langston Galloway,NYK,82,32,50,2033,782443,148.2,80.6,67.6,4.37,4.66,4.07,2015
Lance Thomas,NYK,59,25,34,1313,505542,95.7,51.7,44.1,4.38,4.63,4.13,2015
Lance Stephenson,MEM,69,36,33,1372,483194,91.5,48.3,43.2,4.01,4.19,3.82,2015
Lamar Patterson,ATL,35,23,12,395,155493,29.4,15.4,14,4.47,4.76,4.2,2015
LaMarcus Aldridge,SAS,74,61,13,2261,811279,153.7,82.8,70.8,4.08,4.25,3.9,2015
Kyrie Irving,CLE,53,37,16,1667,597725,113.2,62.6,50.6,4.08,4.37,3.78,2015
Kyle Singler,OKC,68,43,25,977,386640,73.2,39.6,33.6,4.51,4.79,4.21,2015
Kyle O'Quinn,NYK,65,26,39,764,268190,50.8,27.8,23,4,4.25,3.74,2015
Kyle Lowry,TOR,76,53,23,2804,989967,187.5,105.3,82.2,4.02,4.31,3.7,2015
Kyle Korver,ATL,80,46,34,2401,918321,173.9,91.6,82.3,4.36,4.75,4,2015
Kyle Anderson,SAS,78,64,14,1245,470087,89,50,39.1,4.3,4.65,3.92,2015
Kristaps Porzingis,NYK,72,28,44,2047,737661,139.7,75.8,63.9,4.11,4.35,3.86,2015
Kris Humphries,ATL,53,29,24,835,317783,60.2,31.9,28.3,4.34,4.8,3.92,2015
Kostas Papanikolaou,DEN,26,8,18,294,114787,21.7,11.7,10,4.44,4.85,4.05,2015
Kosta Koufos,SAC,77,32,45,1463,555457,105.2,56.2,49,4.33,4.65,4.01,2015
Kobe Bryant,LAL,66,13,53,1863,657925,124.6,67.9,56.7,4.02,4.2,3.83,2015
Klay Thompson,GSW,80,71,9,2666,1016309,192.5,101,91.5,4.34,4.9,3.85,2015
Kirk Hinrich,ATL,46,26,20,631,249101,47.2,25.5,21.7,4.51,4.87,4.16,2015
Khris Middleton,MIL,79,33,46,2852,1037837,196.6,102.5,94,4.14,4.42,3.87,2015
Kevon Looney,GSW,5,4,1,21,7819,1.5,0.8,0.6,4.39,4.12,4.05,2015
Kevin Seraphin,NYK,48,15,33,526,198511,37.6,20.4,17.2,4.29,4.61,3.96,2015
Kevin Martin,SAS,55,24,31,1095,397054,75.2,39.9,35.3,4.13,4.29,3.96,2015
Kevin Love,CLE,77,53,24,2424,852110,161.4,85.5,75.9,4.01,4.15,3.86,2015
Kevin Garnett,MIN,38,14,24,556,205903,39,20.9,18.1,4.22,4.71,3.77,2015
Kevin Durant,OKC,72,52,20,2578,865226,163.9,86.8,77,3.82,4.19,3.47,2015
Kentavious Caldwell-Pope,DET,76,41,35,2789,1027400,194.6,103.2,91.4,4.2,4.43,3.96,2015
Kent Bazemore,ATL,75,44,31,2083,814242,154.2,78.5,75.8,4.46,4.73,4.22,2015
Kenneth Faried,DEN,67,26,41,1694,618156,117.1,62.5,54.6,4.16,4.39,3.92,2015
Kendrick Perkins,NOP,37,13,24,542,186510,35.3,18.7,16.7,3.92,4.24,3.64,2015
Kendall Marshall,PHI,30,3,27,400,150524,28.5,15.6,12.9,4.29,4.74,3.84,2015
Kemba Walker,CHA,81,47,34,2885,1061546,201.1,113,88.1,4.19,4.65,3.72,2015
Kelly Oubre Jr.,WAS,63,31,32,671,259286,49.1,25.8,23.4,4.4,4.74,4.1,2015
Kelly Olynyk,BOS,68,39,29,1370,516352,97.8,53.1,44.7,4.29,4.81,3.81,2015
Keith Appling,ORL,5,0,5,27,10761,2,1,1,4.48,4.91,4.12,2015
Kawhi Leonard,SAS,72,60,12,2380,930339,176.2,97.5,78.7,4.45,4.77,4.11,2015
Karl-Anthony Towns,MIN,82,29,53,2626,933372,176.8,92.5,84.3,4.05,4.28,3.83,2015
KJ McDaniels,HOU,37,17,20,235,91219,17.3,8.9,8.4,4.41,5.09,3.85,2015
Jusuf Nurkic,DEN,32,14,18,547,199303,37.7,19.9,17.9,4.14,4.46,3.86,2015
Justise Winslow,MIA,78,46,32,2232,827654,156.8,83.2,73.6,4.23,4.4,4.06,2015
Justin Holiday,CHI,53,28,25,773,295176,55.9,29.1,26.8,4.36,4.7,4.04,2015
Justin Harper,BKN,5,4,1,35,13060,2.5,1.4,1.1,4.28,4.7,3.84,2015
Justin Anderson,DAL,55,28,27,647,249353,47.2,26,21.2,4.41,4.82,4,2015
Julius Randle,LAL,81,17,64,2286,818635,155,86,69.1,4.07,4.32,3.81,2015
Jrue Holiday,NOP,65,27,38,1831,713826,135.2,73.1,62.1,4.44,5.08,3.87,2015
Josh Smith,HOU,55,31,24,880,295164,55.9,28.9,27,3.82,4.01,3.64,2015
Josh Richardson,MIA,52,29,23,1107,422101,79.9,43.2,36.7,4.34,4.53,4.15,2015
Josh McRoberts,MIA,42,27,15,595,215372,40.8,23,17.8,4.14,4.58,3.68,2015
Josh Huestis,OKC,5,2,3,55,21636,4.1,2.2,1.9,4.48,4.98,4.02,2015
Jose Calderon,NYK,72,29,43,2024,756648,143.3,81.1,62.2,4.26,4.67,3.82,2015
Jorge Gutierrez,CHA,12,9,3,63,24828,4.7,2.5,2.2,4.46,4.63,4.28,2015
Jordan Mickey,BOS,16,9,7,57,20967,4,2.1,1.9,4.2,4.6,3.83,2015
Jordan McRae,CLE,22,10,12,196,70315,13.3,7,6.3,4.08,4.47,3.72,2015
Jordan Hill,IND,73,40,33,1513,536107,101.5,53.4,48.2,4.03,4.17,3.9,2015
Jordan Hamilton,NOP,11,4,7,304,116543,22.1,11.6,10.4,4.38,4.63,4.09,2015
Jordan Farmar,MEM,12,2,10,291,111366,21.1,11.7,9.4,4.36,4.84,3.87,2015
Jordan Clarkson,LAL,79,17,62,2552,985484,186.6,101.7,85,4.39,4.59,4.18,2015
Jordan Adams,MEM,2,0,2,15,6122,1.2,0.6,0.5,4.92,4.94,4.08,2015
Jonathon Simmons,SAS,55,47,8,813,309515,58.6,32.3,26.3,4.33,4.62,4.03,2015
Jonas Valanciunas,TOR,59,39,20,1527,544561,103.1,56.9,46.3,4.06,4.19,3.92,2015
Jonas Jerebko,BOS,77,46,31,1160,446520,84.6,44.9,39.7,4.39,4.78,4.02,2015
Jon Leuer,PHX,67,22,45,1255,489487,92.7,49,43.7,4.44,4.83,4.07,2015
Johnny O'Bryant III,MIL,66,27,39,857,327302,62,32.5,29.5,4.37,4.62,4.13,2015
