PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,Ano
Stephen Curry,GSW,29,6/3,190,Davidson,USA,2009,1,7,79,"1,999.00",353,524,17.4,2.40%,10.10%,28.60%,62.40%,28.70%,2016
Stephen Zimmerman,ORL,20,7/1,240,UNLV,USA,2016,2,41,19,23,35,4,-16.9,8.50%,24.70%,14.20%,34.60%,5.60%,2016
Steve Novak,MIL,34,6/10,225,Marquette,USA,2006,2,32,8,5,3,0,-9.8,0.00%,13.60%,14.90%,35.70%,0.00%,2016
Steven Adams,OKC,23,7/1,255,Pittsburgh,New Zealand,2013,1,12,80,905,613,86,4.2,11.00%,13.60%,15.90%,58.90%,5.40%,2016
T.J. McConnell,PHI,25,6/2,200,Arizona,USA,2015,0,,81,556,251,534,-6.2,1.80%,9.70%,14.20%,50.40%,37.40%,2016
T.J. Warren,PHX,23,6/8,225,North Carolina State,USA,2014,1,14,66,951,339,75,-6.4,5.70%,10.30%,18.80%,53.90%,5.60%,2016
Taj Gibson,OKC,32,6/9,236,Southern California,USA,2009,1,26,78,846,485,73,0.5,7.50%,16.30%,18.80%,54.30%,5.70%,2016
Tarik Black,LAL,25,6/9,250,Kansas,USA,Undrafted,Undrafted,Undrafted,67,383,343,39,-0.9,12.30%,17.70%,15.20%,56.00%,5.20%,2016
Taurean Prince,ATL,23,6/8,220,Baylor,USA,2016,1,12,59,335,157,55,-0.6,2.40%,12.50%,16.80%,51.30%,9.10%,2016
Terrence Jones,MIL,25,6/9,255,Kentucky,USA,2012,1,18,54,584,306,59,-2.9,4.80%,17.80%,20.90%,51.50%,7.50%,2016
Terrence Ross,ORL,26,6/7,195,Washington,USA,2012,1,8,78,858,206,88,2.9,0.90%,9.60%,18.50%,55.00%,6.60%,2016
Terry Rozier,BOS,23,6/2,190,Louisville,USA,2015,1,16,74,410,227,131,-0.7,3.00%,14.00%,16.70%,46.60%,16.40%,2016
Thabo Sefolosha,ATL,33,6/7,220,None,Switzerland,2006,1,13,62,444,270,107,-1.4,3.30%,13.10%,13.10%,51.90%,9.90%,2016
Thaddeus Young,IND,29,6/8,221,Georgia Tech,USA,2007,1,12,74,814,448,122,1.9,6.20%,13.80%,16.30%,56.20%,8.20%,2016
Thomas Robinson,LAL,26,6/10,237,Kansas,USA,2012,1,5,48,241,223,31,-7.2,14.00%,26.30%,20.00%,53.50%,8.80%,2016
Thon Maker,MIL,20,7/1,223,None,South Sudan,2016,1,10,57,226,114,23,-1.6,7.50%,14.50%,18.10%,55.80%,6.90%,2016
Tiago Splitter,PHI,32,6/11,245,None,Brazil,2007,1,28,8,39,22,4,-3.2,8.80%,20.00%,21.40%,54.40%,8.90%,2016
Tim Frazier,NOP,26,6/1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,65,464,173,335,-2.6,2.20%,8.70%,16.10%,50.40%,31.20%,2016
Tim Hardaway Jr.,ATL,25,6/6,205,Michigan,USA,2013,1,24,79,"1,143.00",224,182,3,1.60%,8.30%,21.80%,56.80%,13.70%,2016
Tim Quarterman,POR,22,6/6,190,Louisiana State,USA,2016,,,16,31,14,11,0.6,4.80%,10.80%,22.40%,51.10%,23.40%,2016
Timofey Mozgov,LAL,30,7/1,275,None,Russia,Undrafted,Undrafted,Undrafted,54,401,264,43,-8.7,8.80%,14.60%,16.80%,55.30%,6.10%,2016
Timothe Luwawu-Cabarrot,PHI,22,6/6,205,None,France,2016,1,24,69,445,149,75,-2,2.10%,10.00%,17.50%,53.60%,9.30%,2016
Tobias Harris,DET,24,6/9,235,Tennessee,USA,2011,1,19,82,"1,321.00",416,142,-0.5,2.40%,14.00%,21.40%,56.80%,8.70%,2016
Tomas Satoransky,WAS,25,6/7,210,None,Czech Republi...,2012,2,32,57,154,83,92,1.1,3.60%,7.80%,12.20%,47.70%,18.30%,2016
Toney Douglas,MEM,31,6/2,195,Florida State,USA,2009,1,29,24,117,61,56,0.2,3.10%,13.70%,15.80%,45.10%,21.40%,2016
Tony Allen,MEM,35,6/4,213,Oklahoma State,USA,2004,1,25,71,643,391,98,0.8,8.60%,12.30%,17.80%,49.30%,8.30%,2016
Tony Parker,SAS,35,6/2,185,None,France,2001,1,28,63,638,113,285,6.5,0.60%,6.60%,20.40%,51.40%,27.60%,2016
Tony Snell,MIL,25,6/7,217,New Mexico,USA,2013,1,20,80,683,248,96,-1.8,1.00%,9.80%,12.10%,60.30%,5.80%,2016
Treveon Graham,CHA,23,6/6,226,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,27,57,22,6,-10.6,2.50%,8.80%,11.90%,61.20%,5.80%,2016
Trevor Ariza,HOU,32,6/8,215,UCLA,USA,2004,2,43,80,936,458,175,6.2,1.90%,14.30%,14.00%,54.80%,8.80%,2016
Trevor Booker,BKN,29,6/8,228,Clemson,USA,2010,1,23,71,709,571,138,-8.1,7.90%,22.30%,18.50%,55.40%,13.10%,2016
Trey Burke,WAS,24,6/1,191,Michigan,USA,2013,1,9,57,285,47,100,-10.2,1.00%,5.70%,20.00%,53.20%,23.00%,2016
Trey Lyles,UTA,21,6/10,234,Kentucky,Canada,2015,1,12,71,440,235,69,0.8,4.20%,15.80%,20.90%,46.40%,9.80%,2016
Tristan Thompson,CLE,26,6/9,238,Texas-Austin,Canada,2011,1,4,78,630,715,77,3.3,12.00%,17.70%,11.20%,59.40%,4.60%,2016
Troy Daniels,MEM,25,6/4,205,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,67,551,100,46,0.6,1.70%,6.80%,20.30%,53.10%,6.50%,2016
Troy Williams,HOU,22,6/7,210,Indiana,USA,Undrafted,Undrafted,Undrafted,30,185,69,25,-6.3,2.60%,9.30%,16.90%,51.10%,7.20%,2016
Ty Lawson,SAC,29,5/11,195,North Carolina,USA,2009,1,18,69,681,179,334,-4.5,2.60%,7.70%,19.00%,55.10%,30.00%,2016
Tyler Ennis,LAL,22,6/3,194,Syracuse,Canada,2014,1,18,53,228,45,86,0.1,1.50%,6.50%,18.90%,52.10%,21.10%,2016
Tyler Johnson,MIA,25,6/4,186,Fresno State,USA,Undrafted,Undrafted,Undrafted,73,"1,002.00",293,233,0.6,2.20%,11.10%,20.30%,53.50%,17.00%,2016
Tyler Ulis,PHX,21,5/10,150,Kentucky,USA,2016,2,34,61,444,95,226,-5.3,1.60%,6.30%,19.90%,47.40%,29.70%,2016
Tyler Zeller,BOS,27,7/1,253,North Carolina,USA,2012,1,17,51,178,124,42,-0.5,7.80%,14.30%,15.90%,50.80%,12.50%,2016
Tyreke Evans,SAC,27,6/6,220,Memphis,USA,2009,1,4,40,411,137,124,-9.5,1.50%,15.50%,26.20%,50.10%,28.10%,2016
Tyson Chandler,PHX,34,7/1,240,None,USA,2001,1,2,47,397,539,30,-3.1,11.40%,30.60%,11.20%,70.30%,3.30%,2016
Tyus Jones,MIN,21,6/2,195,Duke,USA,2015,1,24,60,209,67,156,2,1.30%,7.80%,13.20%,52.30%,27.60%,2016
Udonis Haslem,MIA,37,6/8,235,Florida,USA,Undrafted,Undrafted,Undrafted,16,31,36,6,-25.2,5.40%,21.70%,13.00%,52.40%,9.40%,2016
Victor Oladipo,OKC,25,6/4,210,Indiana,USA,2013,1,2,67,"1,067.00",291,176,4.1,1.70%,10.90%,21.00%,53.40%,12.20%,2016
Vince Carter,MEM,40,6/6,220,North Carolina,USA,1998,1,5,73,586,227,133,4,2.00%,10.90%,14.70%,54.20%,11.20%,2016
Wade Baldwin IV,MEM,21,6/4,202,Vanderbilt,USA,2016,1,17,33,106,46,61,-16.8,2.50%,8.50%,18.60%,40.40%,26.20%,2016
Wayne Ellington,MIA,29,6/4,200,North Carolina,USA,2009,1,28,62,648,132,70,2.7,1.20%,7.60%,17.40%,56.50%,7.00%,2016
Wayne Selden,MEM,22,6/5,230,Kansas,USA,2016,,,14,71,16,13,-8.6,0.40%,6.00%,15.90%,52.50%,9.00%,2016
Wesley Johnson,LAC,29,6/7,215,Syracuse,USA,2010,1,4,68,186,181,23,-2.4,3.10%,18.60%,12.20%,44.80%,4.20%,2016
Wesley Matthews,DAL,30,6/5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,73,986,259,210,-3.7,0.70%,10.50%,19.30%,53.30%,13.80%,2016
Will Barton,DEN,26,6/6,175,Memphis,USA,2012,2,40,60,820,259,206,-2.1,3.20%,12.00%,20.70%,54.70%,18.50%,2016
Willie Cauley-Stein,SAC,23,7/1,240,Kentucky,USA,2015,1,6,75,611,339,80,-6.9,6.20%,18.00%,19.50%,55.80%,9.30%,2016
Willie Reed,MIA,27,6/11,245,St. Louis,USA,2011,0,0,71,374,332,26,1.9,11.90%,19.20%,15.00%,57.80%,4.00%,2016
Willy Hernangomez,NYK,23,6/11,240,None,Spain,2015,2,35,72,587,502,96,-1.1,12.30%,23.70%,19.90%,56.40%,11.60%,2016
Wilson Chandler,DEN,30,6/8,225,DePaul,USA,2007,1,23,71,"1,117.00",460,141,-1,4.60%,16.20%,21.70%,54.50%,9.70%,2016
Yogi Ferrell,DAL,24,6/1,180,Indiana,USA,Undrafted,Undrafted,Undrafted,46,462,111,172,-4.2,1.70%,8.10%,19.20%,53.30%,23.20%,2016
Zach LaVine,MIN,22,6/5,185,UCLA,USA,2014,1,13,47,889,160,139,-2.8,1.10%,8.70%,21.50%,57.60%,12.80%,2016
Zach Randolph,MEM,35,6/9,260,Michigan State,USA,2001,1,19,73,"1,028.00",598,122,0,9.60%,24.60%,28.00%,49.00%,13.10%,2016
Zaza Pachulia,GSW,33,6/11,275,None,Georgia,2003,2,42,70,426,410,132,15.7,11.50%,20.20%,15.00%,58.80%,13.10%,2016
Aaron Brooks,MIN,33,6/1,161,Oregon,USA,2007,1,26,32,75,17,20,-17.2,3.60%,5.70%,19.20%,50.80%,16.10%,2017
Aaron Gordon,ORL,22,6/9,220,Arizona,USA,2014,1,4,58,"1,022.00",457,136,-2,4.40%,19.10%,23.80%,53.00%,11.10%,2017
Aaron Harrison,DAL,23,6/6,210,Kentucky,USA,Undrafted,Undrafted,Undrafted,9,60,24,11,-14.1,1.50%,9.10%,14.70%,39.20%,7.20%,2017
Aaron Jackson,HOU,32,6/3,183,Duquesne,USA,Undrafted,Undrafted,Undrafted,1,8,3,1,-19.8,5.60%,3.10%,14.90%,40.50%,5.30%,2017
Abdel Nader,BOS,24,6/6,230,Iowa State,Egypt,2016,2,58,48,146,71,26,-10.3,2.40%,11.10%,16.20%,43.90%,7.80%,2017
Adreian Payne,ORL,27,6/10,237,Michigan State,USA,2014,1,15,5,21,9,0,-12.4,4.40%,22.60%,15.50%,83.10%,0.00%,2017
Al Horford,BOS,32,6/10,245,Florida,Dominican Rep...,2007,1,3,72,927,531,339,7.3,4.70%,17.80%,18.30%,57.50%,22.50%,2017
Al Jefferson,IND,33,6/10,280,None,USA,2004,1,15,36,252,143,30,-1.8,6.10%,22.70%,21.80%,56.30%,9.80%,2017
Al-Farouq Aminu,POR,27,6/9,220,Wake Forest,USA,2010,1,8,69,644,525,84,5.2,4.50%,19.80%,14.50%,52.20%,5.60%,2017
Alan Williams,PHX,25,6/8,265,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,5,20,22,8,0.1,3.90%,26.00%,18.40%,45.50%,19.50%,2017
Alec Burks,UTA,26,6/6,214,Colorado,USA,2011,1,12,64,494,192,67,-1,1.90%,16.80%,22.10%,52.70%,10.40%,2017
Alec Peters,PHX,23,6/9,235,Valparaiso,USA,2017,2,54,20,82,37,12,7.3,3.20%,12.00%,15.10%,52.30%,7.30%,2017
Alex Abrines,OKC,24,6/6,190,None,Spain,2013,2,32,75,353,114,28,1.2,2.10%,7.90%,12.60%,56.70%,3.60%,2017
Alex Caruso,LAL,24,6/5,186,Texas A&M,USA,Undrafted,Undrafted,Undrafted,37,134,65,75,-0.3,2.60%,8.60%,12.80%,51.90%,18.50%,2017
Alex Len,PHX,25,7/1,250,Maryland,Ukraine,2013,1,5,69,587,518,82,-8.6,11.60%,22.80%,16.40%,61.20%,9.30%,2017
Alex Poythress,IND,24,6/9,235,Kentucky,USA,Undrafted,Undrafted,Undrafted,25,26,17,2,-13,6.10%,10.20%,11.20%,50.00%,2.60%,2017
Alfonzo McKinnie,TOR,25,6/8,215,Wisconsin-Green Bay,USA,Undrafted,Undrafted,Undrafted,13,21,7,1,-11.2,2.20%,10.30%,16.70%,64.30%,2.90%,2017
Allen Crabbe,BKN,26,6/6,215,California,USA,2013,2,31,75,990,324,117,-1.9,1.20%,13.00%,18.30%,55.80%,8.20%,2017
Amir Johnson,PHI,31,6/9,240,No College,USA,2005,2,56,74,342,330,118,1.5,10.20%,16.90%,12.50%,57.50%,13.70%,2017
Andre Drummond,DET,24,6/11,279,Connecticut,USA,2012,1,9,78,"1,171.00","1,247.00",237,-1,14.50%,32.90%,20.70%,55.50%,14.00%,2017
Andre Iguodala,GSW,34,6/6,215,Arizona,USA,2004,1,9,64,384,246,210,7.9,3.30%,10.90%,11.20%,53.60%,16.90%,2017
Andre Ingram,LAL,32,6/3,190,American University,USA,Undrafted,Undrafted,Undrafted,2,24,6,7,14.1,1.60%,7.20%,13.60%,65.50%,14.90%,2017
Andre Roberson,OKC,26,6/7,210,Colorado,USA,2013,1,26,39,194,185,46,9.4,6.80%,10.90%,8.50%,54.30%,5.90%,2017
Andrew Bogut,LAL,33,7/1,260,Utah,Australia,2005,1,1,24,36,78,15,-5.1,10.40%,22.30%,8.50%,69.60%,9.90%,2017
Andrew Harrison,MEM,23,6/6,213,Kentucky,USA,2015,2,44,56,533,131,177,-7.3,1.70%,8.50%,19.50%,53.40%,22.20%,2017
Andrew White III,ATL,25,6/7,210,Syracuse,USA,2017,,,15,69,34,6,-18.6,1.60%,13.30%,16.00%,46.10%,5.00%,2017
Andrew Wiggins,MIN,23,6/8,202,Kansas,Canada,2014,1,1,82,"1,452.00",358,160,3.5,2.80%,9.40%,22.80%,50.50%,8.00%,2017
Ante Zizic,CLE,21,6/11,250,None,Croatia,2016,1,23,32,119,60,5,-9.1,11.20%,17.90%,17.10%,74.60%,3.90%,2017
Anthony Brown,MIN,25,6/7,224,Stanford,USA,2015,2,34,1,3,0,1,30,0.00%,0.00%,10.00%,150.00%,33.30%,2017
Anthony Davis,NOP,25,6/10,253,Kentucky,USA,2012,1,1,75,"2,110.00",831,174,5,7.00%,21.30%,29.10%,61.20%,10.40%,2017
Anthony Tolliver,DET,33,6/8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,79,703,241,90,0.9,2.70%,10.90%,14.40%,66.30%,7.60%,2017
Antonio Blakeney,CHI,21,6/4,197,Louisiana State,USA,Undrafted,Undrafted,Undrafted,19,151,33,20,-1.3,1.10%,8.90%,22.70%,47.10%,9.60%,2017
Antonius Cleveland,ATL,24,6/6,195,S.E. Missouri,USA,Undrafted,Undrafted,Undrafted,17,23,14,2,-13.9,2.20%,8.50%,10.70%,48.60%,2.50%,2017
Aron Baynes,BOS,31,6/10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,81,482,434,93,6.5,8.60%,19.60%,16.60%,50.20%,9.50%,2017
Arron Afflalo,ORL,32,6/5,210,UCLA,USA,2007,1,27,53,179,66,30,-6.8,0.60%,8.20%,12.70%,51.60%,6.60%,2017
Austin Rivers,LAC,25,6/4,200,Duke,USA,2012,1,10,61,920,145,242,-1.7,1.30%,5.80%,20.60%,52.60%,17.90%,2017
Avery Bradley,LAC,27,6/2,180,Texas-Austin,USA,2010,1,19,46,656,116,94,-4.2,1.40%,6.80%,22.90%,49.60%,10.50%,2017
Bam Adebayo,MIA,20,6/10,255,Kentucky,USA,2017,1,14,69,477,381,101,-0.6,8.60%,19.40%,15.70%,57.00%,11.50%,2017
Ben McLemore,MEM,25,6/5,195,Kansas,USA,2013,1,7,56,422,139,51,-13.5,3.00%,10.10%,18.20%,52.60%,7.80%,2017
Ben Moore,IND,23,6/8,220,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,2,0,1,1,-79.8,0.00%,16.70%,0.00%,0.00%,11.10%,2017
Ben Simmons,PHI,21,6/10,230,Louisiana State,Australia,2016,1,1,81,"1,279.00",659,661,6.6,5.30%,17.10%,21.90%,55.70%,36.20%,2017
Bismack Biyombo,ORL,25,6/9,255,None,DRC,2011,1,7,82,468,468,66,-13.6,9.10%,20.90%,14.60%,55.60%,7.00%,2017
Blake Griffin,DET,29,6/10,251,Oklahoma,USA,2009,1,1,58,"1,242.00",428,334,1.9,3.60%,17.50%,28.50%,54.40%,28.60%,2017
Boban Marjanovic,LAC,29,7/3,290,None,Serbia,Undrafted,Undrafted,Undrafted,39,235,144,22,6.3,15.10%,27.40%,27.60%,61.60%,10.00%,2017
Bobby Brown,HOU,33,6/2,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,20,50,7,11,-24.5,0.00%,6.10%,25.20%,42.50%,19.00%,2017
Bobby Portis,CHI,23,6/11,248,Arkansas,USA,2015,1,22,73,964,498,123,-2.1,8.90%,20.70%,25.00%,54.80%,12.60%,2017
Bogdan Bogdanovic,SAC,25,6/6,205,None,Serbia,2014,1,27,78,917,223,258,-8.6,1.40%,9.40%,19.20%,55.60%,18.30%,2017
Bojan Bogdanovic,IND,29,6/8,230,None,Croatia,2011,2,31,80,"1,141.00",270,119,1.5,1.20%,9.70%,18.50%,60.50%,7.10%,2017
Bradley Beal,WAS,25,6/5,207,Florida,USA,2012,1,3,82,"1,857.00",363,373,2.4,2.10%,10.10%,26.80%,56.40%,20.60%,2017
Brandan Wright,HOU,30,6/10,235,North Carolina,USA,2007,1,8,28,139,95,13,5.3,8.60%,16.10%,14.00%,59.60%,5.60%,2017
Brandon Ingram,LAL,20,6/9,190,Duke,USA,2016,1,2,59,949,314,230,-2.7,2.70%,12.10%,21.80%,53.60%,17.70%,2017
Brandon Jennings,MIL,28,6/1,170,None,USA,2009,1,10,14,73,31,44,-13.1,2.20%,13.10%,19.10%,47.80%,33.10%,2017
Brandon Paul,SAS,27,6/4,200,Illinois,USA,Undrafted,Undrafted,Undrafted,64,147,68,37,0.3,1.10%,10.90%,13.10%,50.40%,9.60%,2017
Briante Weber,MEM,25,6/2,165,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,18,50,35,22,-21.6,3.00%,13.00%,11.10%,52.70%,13.90%,2017
Brice Johnson,MEM,24,6/10,230,North Carolina,USA,2016,1,25,18,43,31,2,-2.3,8.00%,22.70%,19.30%,48.60%,3.00%,2017
Brook Lopez,LAL,30,7/1,268,Stanford,USA,2008,1,10,74,961,294,126,-2.3,4.10%,12.00%,23.00%,55.70%,11.30%,2017
Bruno Caboclo,SAC,22,6/9,205,None,Brazil,2014,1,20,12,26,22,4,2.4,6.20%,14.60%,15.20%,38.60%,5.60%,2017
Bryn Forbes,SAS,24,6/3,190,Michigan State,USA,Undrafted,Undrafted,Undrafted,80,555,110,80,3.5,0.80%,6.50%,15.90%,52.50%,7.70%,2017
Buddy Hield,SAC,25,6/4,214,Oklahoma,Bahamas,2016,1,6,80,"1,079.00",307,155,-4.1,2.70%,12.90%,23.60%,55.70%,12.70%,2017
C.J. Williams,LAC,28,6/5,230,North Carolina State,USA,2012,0,0,38,209,56,43,-1.2,1.70%,5.80%,13.40%,51.20%,8.60%,2017
CJ McCollum,POR,26,6/3,190,Lehigh,USA,2013,1,10,81,"1,732.00",321,272,1.6,1.70%,8.90%,25.90%,53.60%,15.60%,2017
CJ Miles,TOR,31,6/6,225,None,USA,2005,2,34,69,682,149,54,7.6,1.20%,9.70%,21.30%,54.10%,6.10%,2017
Caleb Swanigan,POR,21,6/8,250,Purdue,USA,2017,1,26,27,61,54,14,-3.1,7.50%,20.70%,18.90%,44.90%,12.40%,2017
Cameron Payne,CHI,23,6/3,185,Murray State,USA,2015,1,14,25,221,69,113,-7.5,2.70%,8.90%,18.30%,49.80%,29.40%,2017
Caris LeVert,BKN,23,6/7,203,Michigan,USA,2016,1,20,71,858,260,299,-6.4,2.60%,10.40%,21.60%,52.50%,26.50%,2017
Carmelo Anthony,OKC,34,6/8,240,Syracuse,USA,2003,1,3,78,"1,261.00",453,103,5.2,2.50%,15.80%,22.30%,50.30%,6.10%,2017
Cedi Osman,CLE,23,6/8,215,None,Turkey,2015,2,31,61,238,120,41,3.9,2.80%,14.90%,15.10%,57.70%,8.40%,2017
Chandler Parsons,MEM,29,6/10,230,Florida,USA,2011,2,38,36,284,90,69,-6,2.10%,11.70%,18.00%,57.80%,15.80%,2017
Channing Frye,LAL,35,6/11,255,Arizona,USA,2005,1,8,53,264,135,38,8.2,1.90%,16.40%,15.10%,59.90%,7.70%,2017
Charles Cooke,NOP,23,6/5,196,University of Dayton,USA,Undrafted,Undrafted,Undrafted,12,6,2,0,-25.3,0.00%,4.90%,17.00%,20.20%,0.00%,2017
Cheick Diallo,NOP,21,6/9,220,Kansas,Mali,2016,2,33,51,246,208,19,-6.8,7.90%,26.00%,16.70%,62.10%,4.90%,2017
Chinanu Onuaku,HOU,21,6/10,245,Louisville,USA,2016,2,37,1,4,4,1,-17.6,4.50%,13.60%,18.20%,40.00%,10.00%,2017
Chris Boucher,GSW,25,6/10,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,1,0,1,0,-100,0.00%,100%,33.30%,0.00%,0.00%,2017
Chris McCullough,WAS,23,6/9,215,Syracuse,USA,2015,1,29,19,46,25,4,-12.2,7.00%,18.70%,21.90%,47.80%,8.20%,2017
Chris Paul,HOU,33,6/1,175,Wake Forest,USA,2005,1,4,58,"1,081.00",313,457,13.2,2.00%,15.10%,24.10%,60.40%,38.90%,2017
Clint Capela,HOU,24,6/10,240,None,Switzerland,2014,1,25,74,"1,026.00",802,68,9.3,11.90%,27.80%,19.00%,65.00%,5.50%,2017
Cody Zeller,CHA,25,7/1,240,Indiana,USA,2013,1,4,33,233,177,31,2.1,9.70%,18.40%,15.20%,60.20%,7.50%,2017
Cole Aldrich,MIN,29,6/11,253,Kansas,USA,2010,1,11,21,12,15,3,-1.8,5.70%,28.60%,15.10%,34.00%,8.10%,2017
Corey Brewer,OKC,32,6/9,186,Florida,USA,2007,1,7,72,380,154,65,-2.3,3.30%,8.90%,13.60%,53.40%,7.30%,2017
Cory Joseph,IND,26,6/3,190,University of Texas at Austin,Canada,2011,1,29,82,649,263,260,-1.1,1.70%,10.10%,14.30%,50.30%,16.40%,2017
Courtney Lee,NYK,32,6/5,200,Western Kentucky,USA,2008,1,22,76,913,224,180,-5.5,1.30%,8.20%,16.50%,56.40%,11.30%,2017
Cristiano Felicio,CHI,25,6/9,280,None,Brazil,Undrafted,Undrafted,Undrafted,55,308,233,55,-16.4,7.60%,15.80%,13.30%,61.40%,9.30%,2017
D'Angelo Russell,BKN,22,6/5,195,Ohio State,USA,2015,1,2,48,743,189,249,-7.2,2.30%,12.20%,29.50%,50.90%,34.80%,2017
D.J. Augustin,ORL,30,6/1,183,Texas-Austin,USA,2008,1,9,75,766,160,287,-3.8,1.60%,7.20%,18.20%,61.50%,25.10%,2017
D.J. Wilson,MIL,22,6/10,236,Michigan,USA,2017,1,17,22,21,10,3,-30.7,2.90%,15.70%,12.70%,62.20%,7.50%,2017
Dakari Johnson,OKC,22,7/1,255,Kentucky,USA,2015,2,48,31,55,34,8,10.9,9.90%,11.10%,13.90%,57.50%,8.30%,2017
Damian Jones,GSW,23,7/1,245,Vanderbilt,USA,2016,1,30,15,25,14,2,0.5,6.00%,9.30%,14.30%,51.70%,3.70%,2017
Damian Lillard,POR,27,6/3,195,Weber State,USA,2012,1,6,73,"1,962.00",325,481,6.1,2.20%,9.40%,29.50%,59.40%,30.10%,2017
Damien Wilkins,IND,38,6/6,217,Georgia,USA,Undrafted,Undrafted,Undrafted,19,33,16,9,7,3.10%,7.20%,12.50%,40.50%,7.50%,2017
Damion Lee,ATL,25,6/6,210,Drexel,USA,Undrafted,Undrafted,Undrafted,15,161,71,29,-3.6,2.40%,13.80%,18.20%,48.90%,10.90%,2017
Damyean Dotson,NYK,24,6/5,210,Houston,USA,2017,2,44,44,182,84,31,-2.8,1.80%,14.20%,16.90%,53.20%,9.80%,2017
Daniel Hamilton,OKC,22,6/7,195,Connecticut,USA,2016,2,56,6,12,5,8,-22.8,0.00%,16.70%,20.00%,54.50%,61.50%,2017
Daniel Theis,BOS,26,6/9,243,None,Germany,Undrafted,Undrafted,Undrafted,63,331,274,56,1.2,9.20%,18.90%,15.00%,61.60%,9.90%,2017
Danilo Gallinari,LAC,29,6/10,225,None,Italy,2008,1,6,21,321,101,41,0.3,1.30%,13.30%,20.50%,54.50%,9.70%,2017
Danny Green,SAS,31,6/6,215,North Carolina,USA,2009,2,46,70,600,249,110,2.4,2.20%,11.50%,16.30%,50.90%,8.90%,2017
Dante Cunningham,BKN,31,6/8,230,Villanova,USA,2009,2,33,73,417,298,48,-1.1,4.90%,13.30%,11.40%,53.90%,4.20%,2017
Dante Exum,UTA,22,6/6,190,None,Australia,2014,1,5,14,114,26,43,8.1,1.80%,8.30%,22.30%,56.60%,27.00%,2017
Danuel House Jr.,PHX,25,6/7,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,152,76,25,3.2,3.20%,14.00%,16.00%,53.30%,9.20%,2017
Dario Saric,PHI,24,6/10,223,None,Croatia,2014,1,12,78,"1,141.00",520,202,5.9,6.70%,14.70%,20.40%,58.20%,12.90%,2017
Darius Miller,NOP,28,6/8,225,Kentucky,USA,2012,2,46,81,624,164,110,-0.3,1.00%,7.00%,12.40%,61.20%,7.60%,2017
Darrell Arthur,DEN,30,6/9,235,Kansas,USA,2008,1,27,19,54,15,9,-10.5,2.10%,8.70%,18.80%,55.90%,10.10%,2017
Darren Collison,IND,30,6/2,185,UCLA,USA,2009,1,21,69,855,178,368,2.6,1.90%,7.20%,17.00%,61.00%,25.70%,2017
Darrun Hilliard,SAS,25,6/6,220,Villanova,USA,2015,2,38,14,16,7,11,5.6,0.00%,8.00%,11.90%,36.20%,14.70%,2017
David Nwaba,CHI,25,6/4,209,Cal Poly,USA,Undrafted,Undrafted,Undrafted,70,555,326,104,-5.8,5.00%,14.20%,15.30%,54.20%,9.40%,2017
David Stockton,UTA,27,5/11,165,Gonzaga,USA,2014,0,0,3,10,0,0,-46.3,0.00%,0.00%,25.00%,105.00%,0.00%,2017
David West,GSW,37,6/9,250,Xavier,USA,2003,1,18,73,495,238,138,1.9,7.20%,16.30%,22.30%,60.00%,22.00%,2017
Davis Bertans,SAS,25,6/10,210,None,Latvia,2011,2,42,77,456,153,74,3.5,1.70%,12.20%,16.80%,58.80%,10.20%,2017
Davon Reed,PHX,23,6/6,210,Miami,USA,2017,2,32,21,63,39,13,-14.2,0.70%,14.90%,15.80%,38.80%,8.70%,2017
De'Aaron Fox,SAC,20,6/3,175,Kentucky,USA,2017,1,5,73,844,204,320,-10.2,1.60%,8.70%,22.70%,47.80%,24.00%,2017
DeAndre Jordan,LAC,29,6/11,265,Texas A&M,USA,2008,2,35,77,927,"1,171.00",117,-2.4,13.20%,33.90%,15.10%,64.80%,7.40%,2017
DeAndre Liggins,NOP,30,6/6,209,Kentucky,USA,2011,2,53,58,101,75,48,-13.2,1.00%,10.00%,7.90%,46.70%,9.10%,2017
DeAndre' Bembry,ATL,23,6/6,210,St. Joseph's (PA),USA,2016,1,21,26,136,72,49,-7.5,1.70%,14.20%,17.90%,47.70%,16.60%,2017
DeMar DeRozan,TOR,28,6/7,220,Southern California,USA,2009,1,9,80,"1,840.00",315,417,7.7,2.10%,9.10%,28.60%,55.50%,24.50%,2017
